retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Men's Athletic Footwear,33.0,77,2541.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Women's Athletic Footwear,27.0,38,1026.0
Kohl's,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,115,4715.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,24.0,72,1728.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275,6875.0
Kohl's,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,425,19125.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Men's Street Footwear,35.0,475,16625.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Women's Apparel,35.0,275,9625.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,275,9625.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Men's Apparel,41.0,47,1927.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Women's Apparel,33.0,69,2277.0
Kohl's,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,45.0,425,19125.0
Kohl's,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,42.0,128,5376.0
Kohl's,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,325,14625.0
Kohl's,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,91,4004.0
Kohl's,2021-01-13,Midwest,Montana,Billings,Men's Apparel,50.0,200,10000.0
Kohl's,2021-01-13,Midwest,Montana,Billings,Men's Apparel,48.0,60,2880.0
Kohl's,2021-01-14,Midwest,Montana,Billings,Women's Apparel,45.0,400,18000.0
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Apparel,50.0,500,25000.0
Kohl's,2021-01-14,Midwest,Montana,Billings,Women's Apparel,42.0,112,4704.0
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,40.0,600,24000.0
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,30.0,600,18000.0
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,35.0,450,15750.0
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,39.0,156,6084.0
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,29.0,168,4872.0
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,39.0,216,8424.0
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,34.0,131,4454.0
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Apparel,49.0,145,7105.0
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,40.0,800,32000.0
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Apparel,38.0,156,5928.0
Kohl's,2021-01-14,Northeast,New York,Albany,Women's Apparel,40.0,600,24000.0
Kohl's,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,44.0,161,7084.0
Kohl's,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,45.0,575,25875.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Apparel,17.0,119,2023.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Apparel,23.0,102,2346.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.0,149,3427.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.0,550,13750.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.0,350,8750.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,17.0,176,2992.0
Kohl's,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,43.0,101,4343.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,250,8750.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,350,5250.0
Kohl's,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,375,16875.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,12.0,116,1392.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16.0,105,1680.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,88,1232.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,28.0,88,2464.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.0,91,2093.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19.0,56,1064.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,200,4000.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,70,1120.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,350,8750.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,33.0,65,2145.0
Kohl's,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,44.0,120,5280.0
Kohl's,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,45.0,400,18000.0
Kohl's,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,300,12000.0
Kohl's,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,78,2808.0
Kohl's,2021-01-19,Midwest,Montana,Billings,Men's Apparel,45.0,200,9000.0
Kohl's,2021-01-19,Midwest,Montana,Billings,Men's Apparel,44.0,56,2464.0
Kohl's,2021-01-20,Midwest,Montana,Billings,Women's Apparel,55.0,101,5555.0
Kohl's,2021-01-20,Midwest,Montana,Billings,Women's Apparel,60.0,375,22500.0
Kohl's,2021-01-21,Midwest,Montana,Billings,Men's Street Footwear,39.0,150,5850.0
Kohl's,2021-01-21,Midwest,Montana,Billings,Men's Street Footwear,40.0,575,23000.0
Kohl's,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,106,4346.0
Kohl's,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,425,19125.0
Kohl's,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,45.0,425,19125.0
Kohl's,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,44.0,111,4884.0
Kohl's,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,325,13000.0
Kohl's,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,88,3344.0
Kohl's,2021-01-25,Midwest,Montana,Billings,Men's Apparel,45.0,225,10125.0
Kohl's,2021-01-25,Midwest,Montana,Billings,Men's Apparel,41.0,61,2501.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Apparel,50.0,275,13750.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,325,14625.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Apparel,33.0,94,3102.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,45.0,475,21375.0
Kohl's,2021-01-26,Midwest,Montana,Billings,Women's Apparel,59.0,108,6372.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,42.0,138,5796.0
Kohl's,2021-01-26,Midwest,Montana,Billings,Women's Apparel,60.0,400,24000.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,32.0,157,5024.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,43.0,85,3655.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Apparel,45.0,475,21375.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Apparel,36.0,166,5976.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,33.0,133,4389.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Apparel,42.0,128,5376.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.0,475,21375.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,30.0,147,4410.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,42.0,138,5796.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,35.0,475,16625.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Apparel,45.0,80,3600.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,27.0,152,4104.0
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,30.0,101,3030.0
Kohl's,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,40.0,675,27000.0
Kohl's,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,36.0,169,6084.0
Kohl's,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,525,23625.0
Kohl's,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,147,6174.0
Kohl's,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,45.0,550,24750.0
Kohl's,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,44.0,165,7260.0
Kohl's,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,106,4028.0
Kohl's,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,425,17000.0
Kohl's,2021-01-31,Midwest,Montana,Billings,Men's Apparel,45.0,300,13500.0
Kohl's,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41.0,75,3075.0
Kohl's,2021-02-01,Midwest,Montana,Billings,Women's Apparel,60.0,600,36000.0
Kohl's,2021-02-01,Midwest,Montana,Billings,Women's Apparel,55.0,150,8250.0
Kohl's,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,37.0,203,7511.0
Kohl's,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,40.0,750,30000.0
Kohl's,2021-02-03,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,600,27000.0
Kohl's,2021-02-03,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,156,6396.0
Kohl's,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,44.0,143,6292.0
Kohl's,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,45.0,550,24750.0
Kohl's,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,450,18000.0
Kohl's,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,113,4068.0
Kohl's,2021-02-06,Midwest,Montana,Billings,Men's Apparel,42.0,124,5208.0
Kohl's,2021-02-06,Midwest,Montana,Billings,Men's Apparel,45.0,475,21375.0
Kohl's,2021-02-07,Midwest,Montana,Billings,Women's Apparel,58.0,143,8294.0
Kohl's,2021-02-07,Midwest,Montana,Billings,Women's Apparel,60.0,475,28500.0
Kohl's,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,32.0,53,1696.0
Kohl's,2021-02-08,Northeast,Delaware,Wilmington,Women's Street Footwear,24.0,63,1512.0
Kohl's,2021-02-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,100,3000.0
Kohl's,2021-02-08,Northeast,Delaware,Wilmington,Men's Street Footwear,34.0,147,4998.0
Kohl's,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,175,6125.0
Kohl's,2021-02-08,Northeast,New Jersey,Newark,Women's Apparel,35.0,275,9625.0
Kohl's,2021-02-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,29.0,30,870.0
Kohl's,2021-02-08,Northeast,New Jersey,Newark,Men's Apparel,45.0,175,7875.0
Kohl's,2021-02-08,Northeast,Delaware,Wilmington,Men's Street Footwear,35.0,525,18375.0
Kohl's,2021-02-08,Northeast,New Jersey,Newark,Men's Apparel,41.0,47,1927.0
Kohl's,2021-02-08,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,225,5625.0
Kohl's,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,45.0,675,30375.0
Kohl's,2021-02-08,Northeast,New Jersey,Newark,Women's Apparel,32.0,74,2368.0
Kohl's,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,42.0,203,8526.0
Kohl's,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,54.0,188,10152.0
Kohl's,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,55.0,625,34375.0
Kohl's,2021-02-10,Midwest,Montana,Billings,Women's Street Footwear,50.0,500,25000.0
Kohl's,2021-02-10,Midwest,Montana,Billings,Women's Street Footwear,49.0,130,6370.0
Kohl's,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,425,19125.0
Kohl's,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,41.0,106,4346.0
Kohl's,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,29.0,143,4147.0
Kohl's,2021-02-12,Midwest,Montana,Billings,Men's Apparel,55.0,425,23375.0
Kohl's,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,40.0,850,34000.0
Kohl's,2021-02-12,Midwest,Montana,Billings,Men's Apparel,52.0,106,5512.0
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,38.0,174,6612.0
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,32.0,123,3936.0
Kohl's,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,37.0,238,8806.0
Kohl's,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,30.0,550,16500.0
Kohl's,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,37.0,145,5365.0
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,47.0,145,6815.0
Kohl's,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,40.0,500,20000.0
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,50.0,500,25000.0
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,425,14875.0
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,40.0,600,24000.0
Kohl's,2021-02-13,Midwest,Montana,Billings,Women's Apparel,56.0,112,6272.0
Kohl's,2021-02-13,Midwest,Montana,Billings,Women's Apparel,60.0,400,24000.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.0,600,15000.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,11.0,90,990.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,75,1050.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17.0,75,1275.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.0,162,3726.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,18.0,204,3672.0
Kohl's,2021-02-14,Midwest,Kansas,Wichita,Men's Apparel,35.0,225,7875.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.0,250,6250.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.0,65,1495.0
Kohl's,2021-02-14,Midwest,Kansas,Wichita,Women's Apparel,20.0,325,6500.0
Kohl's,2021-02-14,Midwest,Montana,Billings,Men's Street Footwear,41.0,180,7380.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,300,4500.0
Kohl's,2021-02-14,Midwest,Montana,Billings,Men's Street Footwear,45.0,600,27000.0
Kohl's,2021-02-14,Midwest,Kansas,Wichita,Men's Apparel,32.0,68,2176.0
Kohl's,2021-02-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,150,3000.0
Kohl's,2021-02-14,Midwest,Kansas,Wichita,Women's Apparel,18.0,98,1764.0
Kohl's,2021-02-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,42,840.0
Kohl's,2021-02-15,Midwest,Montana,Billings,Men's Athletic Footwear,50.0,600,30000.0
Kohl's,2021-02-15,Midwest,Montana,Billings,Men's Athletic Footwear,48.0,156,7488.0
Kohl's,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,42.0,117,4914.0
Kohl's,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,45.0,450,20250.0
Kohl's,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,400,18000.0
Kohl's,2021-02-17,West,California,San Francisco,Men's Street Footwear,32.0,203,6496.0
Kohl's,2021-02-17,West,California,San Francisco,Men's Street Footwear,26.0,224,5824.0
Kohl's,2021-02-17,West,California,San Francisco,Men's Street Footwear,35.0,700,24500.0
Kohl's,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,41.0,116,4756.0
Kohl's,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45.0,700,31500.0
Kohl's,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,35.0,224,7840.0
Kohl's,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,41.0,196,8036.0
Kohl's,2021-02-18,Midwest,Montana,Billings,Men's Apparel,50.0,100,5000.0
Kohl's,2021-02-18,Midwest,Montana,Billings,Men's Apparel,55.0,400,22000.0
Kohl's,2021-02-19,Midwest,Montana,Billings,Women's Apparel,59.0,122,7198.0
Kohl's,2021-02-19,Midwest,Montana,Billings,Women's Apparel,60.0,450,27000.0
Kohl's,2021-02-20,Midwest,Montana,Billings,Men's Street Footwear,44.0,160,7040.0
Kohl's,2021-02-20,Midwest,Montana,Billings,Men's Street Footwear,45.0,550,24750.0
Kohl's,2021-02-21,Midwest,Montana,Billings,Men's Athletic Footwear,50.0,550,27500.0
Kohl's,2021-02-21,Midwest,Montana,Billings,Men's Athletic Footwear,49.0,160,7840.0
Kohl's,2021-02-22,Midwest,Montana,Billings,Women's Street Footwear,41.0,116,4756.0
Kohl's,2021-02-22,Midwest,Montana,Billings,Women's Street Footwear,45.0,400,18000.0
Kohl's,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,105,4620.0
Kohl's,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,375,16875.0
Kohl's,2021-02-24,Midwest,Montana,Billings,Men's Apparel,55.0,350,19250.0
Kohl's,2021-02-24,Midwest,Montana,Billings,Men's Apparel,54.0,98,5292.0
Kohl's,2021-02-25,Midwest,Montana,Billings,Women's Apparel,60.0,400,24000.0
Kohl's,2021-02-25,Midwest,Montana,Billings,Women's Apparel,58.0,108,6264.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,35.0,132,4620.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,50.0,200,10000.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.0,74,3182.0
Kohl's,2021-02-26,Midwest,Montana,Billings,Men's Street Footwear,38.0,167,6346.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,27.0,173,4671.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,36.0,136,4896.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,29.0,91,2639.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,35.0,525,18375.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,35.0,140,4900.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,45.0,400,18000.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,45.0,54,2430.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,275,12375.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,41.0,104,4264.0
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,34.0,62,2108.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,33.0,147,4851.0
Kohl's,2021-02-26,Midwest,Montana,Billings,Men's Street Footwear,40.0,575,23000.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,41.0,111,4551.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,44.0,106,4664.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.0,425,19125.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,45.0,425,19125.0
Kohl's,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,575,25875.0
Kohl's,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,173,7266.0
Kohl's,2021-02-28,Midwest,Montana,Billings,Women's Street Footwear,37.0,123,4551.0
Kohl's,2021-02-28,Midwest,Montana,Billings,Women's Street Footwear,40.0,425,17000.0
Kohl's,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,425,17000.0
Kohl's,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,39.0,119,4641.0
Kohl's,2021-03-02,Midwest,Montana,Billings,Men's Apparel,51.0,113,5763.0
Kohl's,2021-03-02,Midwest,Montana,Billings,Men's Apparel,55.0,375,20625.0
Kohl's,2021-03-03,Midwest,Montana,Billings,Women's Apparel,60.0,475,28500.0
Kohl's,2021-03-03,Midwest,Montana,Billings,Women's Apparel,56.0,133,7448.0
Kohl's,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,45.0,675,30375.0
Kohl's,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,41.0,196,8036.0
Kohl's,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,182,8190.0
Kohl's,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,50.0,675,33750.0
Kohl's,2021-03-06,Midwest,Montana,Billings,Women's Street Footwear,45.0,475,21375.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,32.0,58,1856.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Men's Street Footwear,32.0,144,4608.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,200,7000.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Women's Apparel,32.0,61,1952.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Men's Apparel,43.0,34,1462.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Women's Street Footwear,24.0,59,1416.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Women's Street Footwear,25.0,225,5625.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Women's Apparel,35.0,225,7875.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,495,17325.0
Kohl's,2021-03-06,Midwest,Montana,Billings,Women's Street Footwear,42.0,133,5586.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75,2250.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Men's Apparel,45.0,125,5625.0
Kohl's,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,27.0,22,594.0
Kohl's,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,475,21375.0
Kohl's,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,43.0,143,6149.0
Kohl's,2021-03-08,Midwest,Montana,Billings,Men's Apparel,53.0,120,6360.0
Kohl's,2021-03-08,Midwest,Montana,Billings,Men's Apparel,55.0,400,22000.0
Kohl's,2021-03-09,West,California,San Francisco,Women's Street Footwear,36.0,217,7812.0
Kohl's,2021-03-09,West,California,San Francisco,Women's Street Footwear,41.0,189,7749.0
Kohl's,2021-03-09,Midwest,Montana,Billings,Women's Apparel,55.0,130,7150.0
Kohl's,2021-03-09,Midwest,Montana,Billings,Women's Apparel,60.0,500,30000.0
Kohl's,2021-03-09,West,California,San Francisco,Women's Street Footwear,45.0,700,31500.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,820,32800.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,37.0,165,6105.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,38.0,246,9348.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,37.0,131,4847.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,47.0,126,5922.0
Kohl's,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,41.0,160,6560.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,400,14000.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,525,21000.0
