retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales
Sports Direct,2020-07-30,South,Texas,Houston,Women's Apparel,34.0,196,6664.0
Sports Direct,2020-07-30,South,Texas,Houston,Women's Apparel,26.0,231,6006.0
Sports Direct,2020-07-31,South,Texas,Houston,Men's Street Footwear,20.0,306,6120.0
Sports Direct,2020-07-31,South,Texas,Houston,Men's Street Footwear,30.0,875,26250.0
Sports Direct,2020-07-31,South,Texas,Houston,Men's Street Footwear,29.0,254,7366.0
Sports Direct,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,30.0,263,7890.0
Sports Direct,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,39.0,236,9204.0
Sports Direct,2020-08-02,South,Texas,Houston,Women's Street Footwear,32.0,182,5824.0
Sports Direct,2020-08-02,South,Texas,Houston,Women's Street Footwear,23.0,224,5152.0
Sports Direct,2020-08-02,South,Texas,Houston,Women's Street Footwear,35.0,700,24500.0
Sports Direct,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,30.0,204,6120.0
Sports Direct,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,40.0,600,24000.0
Sports Direct,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,37.0,174,6438.0
Sports Direct,2020-08-04,South,Texas,Houston,Men's Apparel,45.0,500,22500.0
Sports Direct,2020-08-04,South,Texas,Houston,Men's Apparel,35.0,155,5425.0
Sports Direct,2020-08-04,South,Texas,Houston,Men's Apparel,41.0,125,5125.0
Sports Direct,2020-08-05,South,Texas,Houston,Women's Apparel,29.0,228,6612.0
Sports Direct,2020-08-05,South,Texas,Houston,Women's Apparel,39.0,189,7371.0
Sports Direct,2020-08-05,South,Texas,Houston,Women's Apparel,40.0,650,26000.0
Sports Direct,2020-08-06,South,Texas,Houston,Men's Street Footwear,27.0,234,6318.0
Sports Direct,2020-08-06,South,Texas,Houston,Men's Street Footwear,30.0,900,27000.0
Sports Direct,2020-08-06,South,Texas,Houston,Men's Street Footwear,23.0,306,7038.0
Sports Direct,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,38.0,225,8550.0
Sports Direct,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,29.0,306,8874.0
Sports Direct,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,40.0,900,36000.0
Sports Direct,2020-08-08,South,Texas,Houston,Women's Street Footwear,35.0,725,25375.0
Sports Direct,2020-08-08,South,Texas,Houston,Women's Street Footwear,24.0,232,5568.0
Sports Direct,2020-08-08,South,Texas,Houston,Women's Street Footwear,34.0,203,6902.0
Sports Direct,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,28.0,213,5964.0
Sports Direct,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,40.0,625,25000.0
Sports Direct,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,36.0,163,5868.0
Sports Direct,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,45.0,750,33750.0
Sports Direct,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,41.0,225,9225.0
Sports Direct,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,42.0,210,8820.0
Sports Direct,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,725,32625.0
Sports Direct,2020-09-27,Southeast,Florida,Miami,Men's Apparel,55.0,725,39875.0
Sports Direct,2020-09-27,Southeast,Florida,Miami,Men's Apparel,50.0,210,10500.0
Sports Direct,2020-09-28,Southeast,Florida,Miami,Women's Apparel,55.0,223,12265.0
Sports Direct,2020-09-28,Southeast,Florida,Miami,Women's Apparel,60.0,825,49500.0
Sports Direct,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270,15120.0
Sports Direct,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,60.0,1000,60000.0
Sports Direct,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,47.0,215,10105.0
Sports Direct,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,50.0,825,41250.0
Sports Direct,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,47.0,203,9541.0
Sports Direct,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,50.0,725,36250.0
Sports Direct,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,182,8190.0
Sports Direct,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,700,35000.0
Sports Direct,2020-10-03,Southeast,Florida,Miami,Men's Apparel,57.0,189,10773.0
Sports Direct,2020-10-03,Southeast,Florida,Miami,Men's Apparel,60.0,700,42000.0
Sports Direct,2020-10-04,Southeast,Florida,Miami,Women's Apparel,65.0,825,53625.0
Sports Direct,2020-10-04,Southeast,Florida,Miami,Women's Apparel,59.0,223,13157.0
Sports Direct,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,60.0,975,58500.0
Sports Direct,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,56.0,244,13664.0
Sports Direct,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,50.0,800,40000.0
Sports Direct,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,49.0,224,10976.0
Sports Direct,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,46.0,224,10304.0
Sports Direct,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,745,37250.0
Sports Direct,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,38750.0
Sports Direct,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,49.0,202,9898.0
Sports Direct,2020-10-09,Southeast,Florida,Miami,Men's Apparel,64.0,195,12480.0
Sports Direct,2020-10-09,Southeast,Florida,Miami,Men's Apparel,65.0,750,48750.0
Sports Direct,2020-10-10,Southeast,Florida,Miami,Women's Apparel,64.0,213,13632.0
Sports Direct,2020-10-10,Southeast,Florida,Miami,Women's Apparel,70.0,850,59500.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Apparel,34.0,196,6664.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725,25375.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,231,7623.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24.0,189,4536.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Men's Apparel,45.0,625,28125.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,925,32375.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,725,25375.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725,18125.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Men's Apparel,42.0,156,6552.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.0,575,17250.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.0,181,6154.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,29.0,173,5017.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,35.0,150,5250.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,500,20000.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Women's Apparel,37.0,81,2997.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,33.0,42,1386.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,50.0,200,10000.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Men's Street Footwear,38.0,125,4750.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,300,12000.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Women's Apparel,40.0,300,12000.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,28.0,90,2520.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,300,9000.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,49.0,60,2940.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,37.0,87,3219.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,33.0,72,2376.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,30.0,125,3750.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,28.0,33,924.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,43.0,49,2107.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,175,7875.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275,9625.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32.0,74,2368.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275,6875.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,275,9625.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.0,475,16625.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,33.0,128,4224.0
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,74,1850.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,35.0,75,2625.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,40.0,450,18000.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.0,75,2925.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,450,13500.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,38.0,126,4788.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.0,300,12000.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,24.0,149,3576.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,36.0,117,4212.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,29.0,131,3799.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,45.0,250,11250.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,28.0,99,2772.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.0,450,18000.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,40.0,450,18000.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,41.0,63,2583.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,39.0,135,5265.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,32.0,140,4480.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,28.0,140,3920.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,140,3780.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425,21250.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Apparel,26.0,83,2158.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,45.0,123,5535.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,48.0,123,5904.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425,21250.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,425,17000.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,49.0,124,6076.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,25.0,33,825.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Apparel,50.0,150,7500.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Apparel,39.0,47,1833.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Street Footwear,38.0,126,4788.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,30.0,250,7500.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34.0,26,884.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,35.0,100,3500.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,250,10000.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Apparel,40.0,250,10000.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,28.0,88,2464.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Street Footwear,28.0,140,3920.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,27.0,73,1971.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,54.0,68,3672.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,38.0,115,4370.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Apparel,38.0,70,2660.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,50.0,475,23750.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,22.0,75,1650.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,275,13750.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,55.0,225,12375.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Street Footwear,40.0,450,18000.0
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,47.0,77,3619.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.0,68,2584.0
Sports Direct,2021-01-17,Northeast,Rhode Island,Providence,Men's Apparel,48.0,41,1968.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,25.0,193,4825.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,30.0,400,12000.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,18.0,176,3168.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,34.0,203,6902.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.0,550,19250.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,33.0,138,4554.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,23.0,149,3427.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,23.0,233,5359.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,750,26250.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,43.0,122,5246.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,45.0,450,20250.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,21.0,136,2856.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,25.0,550,13750.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,30.0,140,4200.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,35.0,550,19250.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,28.0,187,5236.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.0,154,5236.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,29.0,116,3364.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,18.0,135,2430.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Apparel,34.0,95,3230.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,11.0,140,1540.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,15.0,450,6750.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,131,3275.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Apparel,18.0,158,2844.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Apparel,25.0,450,11250.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,25.0,650,16250.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,17.0,215,3655.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,13.0,102,1326.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,24.0,176,4224.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,78,1482.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Apparel,35.0,350,12250.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,6000.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,450,11250.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Apparel,23.0,122,2806.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Apparel,26.0,123,3198.0
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,14.0,117,1638.0
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Women's Street Footwear,23.0,169,3887.0
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.0,188,6392.0
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29.0,142,4118.0
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,34.0,263,8942.0
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,625,21875.0
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Women's Apparel,29.0,203,5887.0
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Men's Apparel,44.0,180,7920.0
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,675,16875.0
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Men's Apparel,45.0,600,27000.0
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.0,525,15750.0
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Women's Apparel,30.0,700,21000.0
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,975,34125.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Men's Apparel,49.0,60,2940.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Women's Apparel,32.0,96,3072.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,34,1088.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Women's Apparel,39.0,84,3276.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Men's Apparel,50.0,200,10000.0
Sports Direct,2021-02-05,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,250,7500.0
Sports Direct,2021-02-05,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,550,22000.0
Sports Direct,2021-02-05,Northeast,New Jersey,Newark,Women's Street Footwear,29.0,65,1885.0
Sports Direct,2021-02-05,Northeast,New Jersey,Newark,Men's Street Footwear,39.0,149,5811.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24.0,39,936.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Men's Apparel,39.0,66,2574.0
Sports Direct,2021-02-05,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,200,8000.0
Sports Direct,2021-02-05,Northeast,New Jersey,Newark,Men's Athletic Footwear,37.0,54,1998.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Women's Apparel,40.0,300,12000.0
Sports Direct,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,125,4375.0
Sports Direct,2021-02-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24.0,68,1632.0
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.0,100,3000.0
Sports Direct,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.0,525,18375.0
Sports Direct,2021-02-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,225,5625.0
Sports Direct,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,34.0,51,1734.0
Sports Direct,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,175,6125.0
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,45.0,175,7875.0
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275,6875.0
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,42.0,51,2142.0
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29.0,30,870.0
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,23.0,69,1587.0
Sports Direct,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,34.0,152,5168.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,37.0,112,4144.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,30.0,80,2400.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,23.0,150,3450.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,45.0,175,7875.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,124,3348.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,29.0,145,4205.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,41.0,51,2091.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,250,10000.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,37.0,98,3626.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,40.0,400,16000.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,40.0,375,15000.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.0,400,16000.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,28.0,131,3668.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,37.0,104,3848.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,34.0,60,2040.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,28.0,120,3360.0
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,36.0,63,2268.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,500,15000.0
Sports Direct,2021-02-15,Northeast,Rhode Island,Providence,Men's Street Footwear,26.0,155,4030.0
Sports Direct,2021-02-15,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,150,6000.0
Sports Direct,2021-02-15,Northeast,Rhode Island,Providence,Women's Street Footwear,29.0,60,1740.0
